task_id,task_description,occupation,soc_code,agent_capability,software_replaced,accel_pct,employment,hourly_wage,task_share,annual_impact_usd
5625,"Assess needs for assistance, such as rehabilitation, financial aid, or additional vocational trainin...","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
5626,"Instruct individuals in career development techniques, such as job search and application strategies...","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Good,Python automation,60%,342350,31.32,0.0286,382330220
5621,Conduct follow-up interviews with counselees to determine if their needs have been met....,"Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
18625,"Evaluate students' or individuals' abilities, interests, and personality characteristics, using test...","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
5606,"Maintain accurate and complete student records as required by laws, district policies, and administr...","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
18635,"Supervise, train, and direct professional staff and interns....","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
5632,"Refer students to degree programs based on interests, aptitudes, or educational assessments....","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Good,Python automation,60%,342350,31.32,0.0286,382330220
5637,Establish and supervise peer-counseling and peer-tutoring programs....,"Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Good,Python automation,60%,342350,31.32,0.0286,382330220
18629,"Observe students during classroom and play activities to evaluate students' performance, behavior, s...","Educational, Guidance, and Career Counselors and Advisors",21-1012,Tier2_Knowledge,Python automation,60%,342350,31.32,0.0286,382330220
2566,"Receive and count daily inventories of cash, drafts, and travelers' checks....",Tellers,43-3071,Tier2_Writing,Python automation,80%,339340,18.91,0.0357,381348353
2562,"Perform clerical tasks, such as typing, filing, and microfilm photography....",Tellers,43-3071,Tier2_Excellent,Visualization,80%,339340,18.91,0.0357,381348353
20003,"Create models or scenarios to predict the impact of changing circumstances, such as fuel costs, road...",Logistics Engineers,13-1081,Tier2_Good,Python automation,60%,235640,38.89,0.0333,381224047
20008,"Assess the environmental impact or energy efficiency of logistics activities, using carbon mitigatio...",Logistics Engineers,13-1081,Tier2_Knowledge,Python automation,60%,235640,38.89,0.0333,381224047
20001,Develop or document reverse logistics management processes to ensure maximal efficiency of product r...,Logistics Engineers,13-1081,Tier2_Good,Word/Docs,60%,235640,38.89,0.0333,381224047
20002,"Conduct environmental audits for logistics activities, such as storage, distribution, or transportat...",Logistics Engineers,13-1081,Tier2_Knowledge,Python automation,60%,235640,38.89,0.0333,381224047
20007,Develop or document procedures to minimize or mitigate carbon output resulting from the movement of ...,Logistics Engineers,13-1081,Tier2_Good,Word/Docs,60%,235640,38.89,0.0333,381224047
20005,Determine requirements for compliance with environmental certification standards....,Logistics Engineers,13-1081,Tier2_Knowledge,Python automation,60%,235640,38.89,0.0333,381224047
19998,"Evaluate the use of technologies, such as global positioning systems (GPS), radio-frequency identifi...",Logistics Engineers,13-1081,Tier2_Good,Python automation,60%,235640,38.89,0.0333,381224047
15864,Direct the work of logistics analysts....,Logistics Engineers,13-1081,Tier2_Knowledge,Python automation,60%,235640,38.89,0.0333,381224047
15879,Evaluate effectiveness of current or future logistical processes....,Logistics Engineers,13-1081,Tier2_Knowledge,Python automation,60%,235640,38.89,0.0333,381224047
15874,"Determine logistics support requirements, such as facility details, staffing needs, or safety or mai...",Logistics Engineers,13-1081,Tier2_Knowledge,Python automation,60%,235640,38.89,0.0333,381224047
20004,"Review global, national, or regional transportation or logistics reports for ways to improve efficie...",Logistics Engineers,13-1081,Tier2_Good,Word/Docs,60%,235640,38.89,0.0333,381224047
19997,Identify cost-reduction or process-improvement logistic opportunities....,Logistics Engineers,13-1081,Tier2_Knowledge,Python automation,60%,235640,38.89,0.0333,381224047
15876,"Analyze or interpret logistics data involving customer service, forecasting, procurement, manufactur...",Logistics Engineers,13-1081,Tier2_Good,Excel/Sheets,60%,235640,38.89,0.0333,381224047
19999,Prepare logistic strategies or conceptual designs for production facilities....,Logistics Engineers,13-1081,Tier2_Good,Design,60%,235640,38.89,0.0333,381224047
20000,Design comprehensive supply chains that minimize environmental impacts or costs....,Logistics Engineers,13-1081,Tier2_Good,Design,60%,235640,38.89,0.0333,381224047
15870,Identify or develop business rules or standard operating procedures to streamline operating processe...,Logistics Engineers,13-1081,Tier2_Knowledge,Python automation,60%,235640,38.89,0.0333,381224047
20006,Provide logistical facility or capacity planning analyses for distribution or transportation functio...,Logistics Engineers,13-1081,Tier2_Knowledge,Python automation,60%,235640,38.89,0.0333,381224047
15865,Design plant distribution centers....,Logistics Engineers,13-1081,Tier2_Good,Design,60%,235640,38.89,0.0333,381224047
15867,"Review contractual commitments, customer specifications, or related information to determine logisti...",Logistics Engineers,13-1081,Tier2_Good,Python automation,60%,235640,38.89,0.0333,381224047
19995,"Evaluate the use of inventory tracking technology, Web-based warehousing software, or intelligent co...",Logistics Engineers,13-1081,Tier2_Good,Web/Browser,60%,235640,38.89,0.0333,381224047
15872,"Develop or maintain cost estimates, forecasts, or cost models....",Logistics Engineers,13-1081,Tier2_Good,Python automation,60%,235640,38.89,0.0333,381224047
15861,Propose logistics solutions for customers....,Logistics Engineers,13-1081,Tier2_Knowledge,Python automation,60%,235640,38.89,0.0333,381224047
1014,"Plan, develop, and provide training and staff development programs, using knowledge of the effective...",Training and Development Managers,11-3131,Tier2_Excellent,Python automation,80%,44960,61.1,0.0833,380925099
656,"Attach wigs or hairpieces to model heads and dress wigs and hairpieces according to instructions, sa...","Hairdressers, Hairstylists, and Cosmetologists",39-5012,Tier2_Excellent,Visualization,80%,295460,16.95,0.0455,378790464
9744,"Compute and authorize amounts of assistance for programs, such as grants, monetary payments, and foo...","Eligibility Interviewers, Government Programs",43-4061,Tier2_Excellent,Python automation,80%,156260,24.76,0.0588,378706589
1028,"Participate in the development of specifications for equipment, products, or substitute materials....",Purchasing Managers,11-3061,Tier2_Good,Python automation,60%,81240,67.07,0.0556,377781165
1020,Maintain records of goods ordered and received....,Purchasing Managers,11-3061,Tier2_Knowledge,Python automation,60%,81240,67.07,0.0556,377781165
1027,"Develop and implement purchasing and contract management instructions, policies, and procedures....",Purchasing Managers,11-3061,Tier2_Knowledge,Python automation,60%,81240,67.07,0.0556,377781165
1030,Represent companies in negotiating contracts and formulating policies with suppliers....,Purchasing Managers,11-3061,Tier2_Good,Python automation,60%,81240,67.07,0.0556,377781165
1034,Prepare reports regarding market conditions and merchandise costs....,Purchasing Managers,11-3061,Tier2_Good,Word/Docs,60%,81240,67.07,0.0556,377781165
1023,Control purchasing department budgets....,Purchasing Managers,11-3061,Tier2_Good,Python automation,60%,81240,67.07,0.0556,377781165
1029,Resolve vendor or contractor grievances and claims against suppliers....,Purchasing Managers,11-3061,Tier2_Knowledge,Python automation,60%,81240,67.07,0.0556,377781165
1021,"Locate vendors of materials, equipment or supplies, and interview them to determine product availabi...",Purchasing Managers,11-3061,Tier2_Knowledge,Python automation,60%,81240,67.07,0.0556,377781165
1024,"Interview and hire staff, and oversee staff training....",Purchasing Managers,11-3061,Tier2_Knowledge,Python automation,60%,81240,67.07,0.0556,377781165
1031,"Review, evaluate, and approve specifications for issuing and awarding bids....",Purchasing Managers,11-3061,Tier2_Good,Python automation,60%,81240,67.07,0.0556,377781165
1035,Administer online purchasing systems....,Purchasing Managers,11-3061,Tier2_Good,Web/Browser,60%,81240,67.07,0.0556,377781165
18071,"Measure energy usage with devices such as data loggers, universal data recorders, light meters, slin...",Energy Auditors,47-4011,Tier2_Excellent,"Excel/Sheets, Visualization",80%,137210,34.67,0.0476,376941221
11297,"Prepare and type loan applications, closing documents, legal documents, letters, forms, government n...",Loan Interviewers and Clerks,43-4131,Tier2_Excellent,Word/Docs,80%,173100,23.53,0.0556,376530197
8674,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that...",Self-Enrichment Teachers,25-3021,Tier2_Excellent,Python automation,80%,308520,21.92,0.0333,375107666
8690,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations....",Self-Enrichment Teachers,25-3021,Tier2_Excellent,"PowerPoint, Visualization",80%,308520,21.92,0.0333,375107666
18360,"Perform or evaluate the results of diagnostic tests, such as radiographs (x-rays) and electrocardiog...",Nurse Anesthetists,29-1151,Tier2_Excellent,Visualization,80%,50350,107.31,0.0417,374612056
2195,"Accept payments, and make change or write charge slips as necessary....","Cooks, Short Order",35-2015,Tier2_Writing,Word/Docs,76%,150420,17.12,0.0909,370078271
20013,Compare locations or environmental policies of carriers or suppliers to make transportation decision...,Logistics Analysts,13-1081,Tier2_Good,Python automation,60%,235640,38.89,0.0323,368926497
15886,Develop or maintain freight rate databases for use by supply chain departments to determine the most...,Logistics Analysts,13-1081,Tier2_Knowledge,"Excel/Sheets, Database",60%,235640,38.89,0.0323,368926497
15901,"Confer with logistics management teams to determine ways to optimize service levels, maintain supply...",Logistics Analysts,13-1081,Tier2_Good,Python automation,60%,235640,38.89,0.0323,368926497
